rank,Category,final_score,skill_match_pct,similarity_pct,matched_count,missing_count,matched_skills,missing_skills
2176,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2177,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2178,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2179,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2180,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2181,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2182,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2183,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2184,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2185,CONSULTANT,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2186,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2187,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2188,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2189,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2190,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2191,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2192,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2193,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2194,AGRICULTURE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2195,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2196,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2197,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2198,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2199,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2200,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2201,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2202,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2203,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2204,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2205,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2206,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2207,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2208,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2209,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2210,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2211,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2212,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2213,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2214,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2215,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2216,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2217,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2218,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2219,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2220,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2221,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2222,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2223,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2224,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2225,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2226,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2227,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2228,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
2229,HEALTHCARE,2.5,4.17,0.0,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
